"Name","Company","State","City","Salary","Location","Url"
"Analyst"," Edmunds.com","CA","Santa Monica","$59k-$86k","Santa Monica, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=101&ao=924848&s=58&guid=00000171a4bf6d46908d6a983538a1f8&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_7ace5df6&cb=1587606941433&jobListingId=3481110260"
"Sr. Data Engineer | Big Data SaaS Pipeline"," Bridg","CA","Los Angeles","$55k-$91k","Los Angeles, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=102&ao=864344&s=58&guid=00000171a4bf6d46908d6a983538a1f8&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_df317807&cb=1587606941434&jobListingId=3270180446"
"Social/Digital Analyst"," Laundry Service","CA","Los Angeles","$68k-$77k","Los Angeles, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=103&ao=968169&s=58&guid=00000171a4bf6d46908d6a983538a1f8&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&ea=1&cs=1_f01b52d0&cb=1587606941435&jobListingId=3318679119"
"Data Visualization Consultant"," Slalom LLC.","CA","Los Angeles","$92k-$146k","Los Angeles, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=104&ao=4470&s=58&guid=00000171a4bf6d46908d6a983538a1f8&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_9623efd6&cb=1587606941436&jobListingId=3480891490"
"Summer 2020: Game Analyst Intern -Respawn (BS/MS)"," Respawn Entertainment","CA","Los Angeles","$55k-$109k","Los Angeles, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=105&ao=792373&s=58&guid=00000171a4bf6d46908d6a983538a1f8&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_6223dc82&cb=1587606941437&jobListingId=3554266847"
"Data Visualization and Analytics Consultant"," Slalom","CA","Los Angeles","$99k-$127k","Los Angeles, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=106&ao=961248&s=58&guid=00000171a4bf6d46908d6a983538a1f8&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_c3fa6531&cb=1587606941439&jobListingId=3549295097"
"Paid Media Associate"," Tinder","CA","Los Angeles","$164k-$186k","Los Angeles, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=107&ao=819436&s=58&guid=00000171a4bf6d46908d6a983538a1f8&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&ea=1&cs=1_775764b9&cb=1587606941440&jobListingId=3550472684"
"Operations Associate, Quality Improvement"," Oscar Health","CA","Los Angeles","","Los Angeles, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=108&ao=820835&s=58&guid=00000171a4bf6d46908d6a983538a1f8&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&ea=1&cs=1_12e086c0&cb=1587606941441&jobListingId=3503699062"
"Junior Data Analyst"," Airgas","CA","Long Beach","$47k-$56k","Long Beach, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=109&ao=479199&s=58&guid=00000171a4bf6d46908d6a983538a1f8&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_1307f7fa&cb=1587606941442&jobListingId=3478554638"
"Data Scientist"," Agency Enterprise Studio","CA","Los Angeles","","Los Angeles, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=110&ao=4120&s=58&guid=00000171a4bf6d46908d6a983538a1f8&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_faef355e&cb=1587606941443&jobListingId=3553762478"
"Sr. Director, Global Media"," Tinder","CA","Los Angeles","$117k-$203k","Los Angeles, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=111&ao=819436&s=58&guid=00000171a4bf6d46908d6a983538a1f8&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&ea=1&cs=1_1740f59c&cb=1587606941444&jobListingId=3552485820"
"Data Engineer"," Edmunds.com","CA","Santa Monica","$130k-$154k","Santa Monica, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=112&ao=964910&s=58&guid=00000171a4bf6d46908d6a983538a1f8&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_9f4542d2&cb=1587606941445&jobListingId=3530057593"
"Digital Media Analyst"," Walker Advertising","CA","Torrance","$56k-$82k","Torrance, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=113&ao=818007&s=58&guid=00000171a4bf6d46908d6a983538a1f8&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&ea=1&cs=1_cb2d6e53&cb=1587606941446&jobListingId=3495233899"
"Data Analytics Career Track Mentor (Part-Time/Flexible/Remote)"," Springboard","CA","Los Angeles","$46k-$74k","Los Angeles, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=114&ao=954179&s=58&guid=00000171a4bf6d46908d6a983538a1f8&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_110e8026&cb=1587606941447&jobListingId=3511352021"
"Product Analyst"," Age of Learning","CA","Glendale","$69k-$77k","Glendale, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=115&ao=848107&s=58&guid=00000171a4bf6d46908d6a983538a1f8&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_17df2227&cb=1587606941448&jobListingId=3515882365"
"CAD Data Optimization, Supporting CGI Assets"," Dassault Systemes","CA","Los Angeles","","Los Angeles, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=116&ao=825758&s=58&guid=00000171a4bf6d46908d6a983538a1f8&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_025f0318&cb=1587606941449&jobListingId=3380256465"
"Risk Analyst - Risk Information Group"," Western Asset","CA","Pasadena","$102k-$114k","Pasadena, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=117&ao=862009&s=58&guid=00000171a4bf6d46908d6a983538a1f8&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_0f114933&cb=1587606941450&jobListingId=3488902421"
"Data Scientist"," Schlumberger","CA","Los Angeles","$103k-$126k","Los Angeles, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=118&ao=400784&s=58&guid=00000171a4bf6d46908d6a983538a1f8&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_d7fdd5ae&cb=1587606941451&jobListingId=3500889174"
"Summer 2020: Game Analyst Intern -Respawn (BS/MS)"," Electronic Arts","CA","Los Angeles","$38k-$78k","Los Angeles, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=119&ao=37049&s=58&guid=00000171a4bf6d46908d6a983538a1f8&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_d22dd706&cb=1587606941452&jobListingId=3554250297"
"Marketing Analyst, CRM"," Windsor Fashions","Los Angeles, CA","Santa Fe Springs","$68k-$77k","Santa Fe Springs, Los Angeles, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=120&ao=730963&s=58&guid=00000171a4bf6d46908d6a983538a1f8&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&ea=1&cs=1_c7fb72ea&cb=1587606941453&jobListingId=3475245786"
"Data Analyst"," Cenergy International","CA","Rosemead","$81k-$114k","Rosemead, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=121&ao=4120&s=58&guid=00000171a4bf6d46908d6a983538a1f8&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_41d9ff30&cb=1587606941454&jobListingId=3504939251"
"Data Analyst"," American Tax Solutions","CA","Los Angeles","","Los Angeles, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=122&ao=389273&s=58&guid=00000171a4bf6d46908d6a983538a1f8&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&ea=1&cs=1_cb6395f5&cb=1587606941455&jobListingId=3558840378"
"Data Visualization Engineer"," Numentica LLC","CA","Los Angeles","$64k-$117k","Los Angeles, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=123&ao=389273&s=58&guid=00000171a4bf6d46908d6a983538a1f8&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&ea=1&cs=1_90b00a6e&cb=1587606941456&jobListingId=3492503615"
"Data Analyst"," Kharon","CA","Los Angeles","$45k-$79k","Los Angeles, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=124&ao=14158&s=58&guid=00000171a4bf6d46908d6a983538a1f8&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_8140f72b&cb=1587606941457&jobListingId=3498218508"
"Data Analyst I"," L.A. Care Health Plan","CA","Los Angeles","$50k-$87k","Los Angeles, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=125&ao=258625&s=58&guid=00000171a4bf6d46908d6a983538a1f8&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_87b678a6&cb=1587606941458&jobListingId=3553420262"
"Sr. Workforce Analyst, Data Visualization"," The Walt Disney Company","CA","Burbank","$56k-$92k","Burbank, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=126&ao=400784&s=58&guid=00000171a4bf6d46908d6a983538a1f8&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_9818e384&cb=1587606941459&jobListingId=3557309522"
"Data Analyst"," Cenergy","CA","Rosemead","$56k-$104k","Rosemead, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=127&ao=961248&s=58&guid=00000171a4bf6d46908d6a983538a1f8&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_720b4cea&cb=1587606941460&jobListingId=3555391137"
"Data Scientist"," Sense360","CA","Culver City","$85k-$106k","Culver City, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=128&ao=215203&s=58&guid=00000171a4bf6d46908d6a983538a1f8&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_4dc2b0a0&cb=1587606941461&jobListingId=3408717866"
"User Researcher"," Aquent","CA","Pasadena","","Pasadena, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=129&ao=907370&s=58&guid=00000171a4bf6d46908d6a983538a1f8&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_8e9e0b24&cb=1587606941462&jobListingId=3539011754"
"Data Analyst"," Lorven Technologies, Inc.","CA","Los Angeles","$41k-$78k","Los Angeles, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=130&ao=735551&s=58&guid=00000171a4bf6d46908d6a983538a1f8&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_37c16348&cb=1587606941463&jobListingId=3559982212"
